date,ETH_unscaled,ETH_monthly,isPartial,scale,ETH
2022-03-25,80,34.0,,0.34,27.200000000000003
2022-03-26,64,34.0,,0.34,21.76
2022-03-27,87,39.0,False,0.39,33.93
2022-03-28,90,39.0,,0.39,35.1
2022-03-29,91,39.0,,0.39,35.49
2022-03-30,83,39.0,,0.39,32.370000000000005
2022-03-31,78,39.0,,0.39,30.42
2022-04-01,98,39.0,,0.39,38.22
2022-04-02,78,39.0,,0.39,30.42
2022-04-03,79,35.0,False,0.35,27.65
2022-04-04,83,35.0,,0.35,29.049999999999997
2022-04-05,97,35.0,,0.35,33.949999999999996
2022-04-06,100,35.0,,0.35,35.0
2022-04-07,83,35.0,,0.35,29.049999999999997
2022-04-08,86,35.0,,0.35,30.099999999999998
2022-04-09,82,35.0,,0.35,28.7
2022-04-10,83,34.0,False,0.34,28.220000000000002
2022-04-11,93,34.0,,0.34,31.62
2022-04-12,87,34.0,,0.34,29.580000000000002
2022-04-13,82,34.0,,0.34,27.880000000000003
2022-04-14,90,34.0,,0.34,30.6
2022-04-15,76,34.0,,0.34,25.840000000000003
2022-04-16,74,34.0,,0.34,25.16
2022-04-17,66,31.0,False,0.31,20.46
2022-04-18,88,31.0,,0.31,27.28
2022-04-19,85,31.0,,0.31,26.35
2022-04-20,79,31.0,,0.31,24.49
2022-04-21,77,31.0,,0.31,23.87
2022-04-22,78,31.0,,0.31,24.18
2022-04-23,69,31.0,,0.31,21.39
2022-04-24,69,31.0,False,0.31,21.39
2022-04-25,80,31.0,,0.31,24.8
2022-04-26,77,31.0,,0.31,23.87
2022-04-27,81,31.0,,0.31,25.11
2022-04-28,81,31.0,,0.31,25.11
2022-04-29,68,31.0,,0.31,21.08
2022-04-30,77,31.0,,0.31,23.87
2022-05-01,62,30.0,False,0.3,18.599999999999998
2022-05-02,41,30.0,,0.3,12.299999999999999
2022-05-03,45,30.0,,0.3,13.5
2022-05-04,40,30.0,,0.3,12.0
2022-05-05,43,30.0,,0.3,12.9
2022-05-06,40,30.0,,0.3,12.0
2022-05-07,38,30.0,,0.3,11.4
2022-05-08,40,45.0,False,0.45,18.0
2022-05-09,70,45.0,,0.45,31.5
2022-05-10,65,45.0,,0.45,29.25
2022-05-11,66,45.0,,0.45,29.7
2022-05-12,100,45.0,,0.45,45.0
2022-05-13,64,45.0,,0.45,28.8
2022-05-14,51,45.0,,0.45,22.95
2022-05-15,47,30.0,False,0.3,14.1
2022-05-16,48,30.0,,0.3,14.399999999999999
2022-05-17,44,30.0,,0.3,13.2
2022-05-18,48,30.0,,0.3,14.399999999999999
2022-05-19,41,30.0,,0.3,12.299999999999999
2022-05-20,34,30.0,,0.3,10.2
2022-05-21,39,30.0,,0.3,11.7
2022-05-22,38,25.0,False,0.25,9.5
2022-05-23,35,25.0,,0.25,8.75
2022-05-24,29,25.0,,0.25,7.25
2022-05-25,34,25.0,,0.25,8.5
2022-05-26,43,25.0,,0.25,10.75
2022-05-27,45,25.0,,0.25,11.25
2022-05-28,40,25.0,,0.25,10.0
2022-05-29,32,25.0,True,0.25,8.0
2022-05-30,39,25.0,,0.25,9.75
2022-05-31,37,25.0,,0.25,9.25
